IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.94.140,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.189.92,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.77.222,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.210.57,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.201.245,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.77.222,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.87.30,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.78.188,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.92.26,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.121.38,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.125.8,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.95.156,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.74.155.26,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.232.148,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.6.150,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.125.8,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.125.8,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.120.87,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.92.26,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.49.65,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.132.64,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.104.37,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.189.92,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.232.148,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.179.231,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
147.139.208.214,8080,80,false,CGK,Asia Pacific,Jakarta,18,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.170.225,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.83.71,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.156.242,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.181.117,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.6.150,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.237.90,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.0.162,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.158.158,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.87.30,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.183.242,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.96.80,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.83.71,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.169.222,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.8.82,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.84.173,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
